,date,location,stringency_index
3641,2022-04,Kosovo,38.46666666666667
3642,2022-05,Kosovo,27.637096774193548
3643,2022-06,Kosovo,25.916666666666668
3644,2022-07,Kosovo,25.050967741935484
3645,2022-08,Kosovo,25.043548387096774
3646,2022-09,Kosovo,25.04
3647,2022-10,Kosovo,25.04
3648,2020-02,Kuwait,13.89
3649,2020-03,Kuwait,62.24516129032258
3650,2020-04,Kuwait,89.97
3651,2020-05,Kuwait,96.22193548387096
3652,2020-06,Kuwait,83.55199999999999
3653,2020-07,Kuwait,81.77645161290322
3654,2020-08,Kuwait,74.07
3655,2020-09,Kuwait,74.07
3656,2020-10,Kuwait,71.47870967741935
3657,2020-11,Kuwait,71.3
3658,2020-12,Kuwait,71.3
3659,2021-01,Kuwait,71.3
3660,2021-02,Kuwait,75.2975
3661,2021-03,Kuwait,80.76387096774195
3662,2021-04,Kuwait,81.48
3663,2021-05,Kuwait,74.31258064516129
3664,2021-06,Kuwait,70.11
3665,2021-07,Kuwait,63.96064516129033
3666,2021-08,Kuwait,60.27
3667,2021-09,Kuwait,48.384
3668,2021-10,Kuwait,43.84645161290322
3669,2021-11,Kuwait,45.61633333333334
3670,2021-12,Kuwait,38.86806451612903
3671,2022-01,Kuwait,37.55032258064516
3672,2022-02,Kuwait,48.96214285714286
3673,2022-03,Kuwait,21.931612903225805
3674,2022-04,Kuwait,21.928333333333335
3675,2022-05,Kuwait,11.11
3676,2022-06,Kuwait,11.109999999999998
3677,2022-07,Kuwait,11.11
3678,2022-08,Kuwait,11.11
3679,2022-09,Kuwait,7.8725
3681,2020-03,Kyrgyzstan,79.19928571428571
3682,2020-04,Kyrgyzstan,92.00666666666666
3683,2020-05,Kyrgyzstan,83.40838709677419
3684,2020-06,Kyrgyzstan,75.92666666666668
3685,2020-07,Kyrgyzstan,76.47967741935483
3686,2020-08,Kyrgyzstan,77.82483870967742
3687,2020-09,Kyrgyzstan,68.798
3688,2020-10,Kyrgyzstan,59.51129032258064
3689,2020-11,Kyrgyzstan,53.39333333333334
3690,2020-12,Kyrgyzstan,48.71258064516129
3691,2021-01,Kyrgyzstan,41.58
3692,2021-02,Kyrgyzstan,36.705714285714286
3693,2021-03,Kyrgyzstan,48.369677419354836
3694,2021-04,Kyrgyzstan,53.208
3695,2021-05,Kyrgyzstan,52.509032258064515
3696,2021-06,Kyrgyzstan,55.093333333333334
3697,2021-07,Kyrgyzstan,57.41
3698,2021-08,Kyrgyzstan,56.15483870967742
3699,2021-09,Kyrgyzstan,45.82933333333333
3700,2021-10,Kyrgyzstan,49.07
3701,2021-11,Kyrgyzstan,44.752
3702,2021-12,Kyrgyzstan,45.57709677419355
3703,2022-01,Kyrgyzstan,47.22
3704,2022-02,Kyrgyzstan,44.04571428571428
3705,2022-03,Kyrgyzstan,36.11
3706,2022-04,Kyrgyzstan,40.92866666666667
3707,2022-05,Kyrgyzstan,36.28935483870968
3708,2022-06,Kyrgyzstan,34.534666666666666
3709,2022-07,Kyrgyzstan,33.33
3710,2022-08,Kyrgyzstan,33.33
3711,2022-09,Kyrgyzstan,25.638461538461534
3713,2020-03,Laos,44.9075
3714,2020-04,Laos,96.3
3715,2020-05,Laos,73.29935483870968
3716,2020-06,Laos,39.656666666666666
3717,2020-07,Laos,20.37
3718,2020-08,Laos,36.11
3719,2020-09,Laos,36.11
3720,2020-10,Laos,36.11
3721,2020-11,Laos,33.20666666666666
3722,2020-12,Laos,29.63
3723,2021-01,Laos,26.283548387096772
3724,2021-02,Laos,19.643214285714286
3725,2021-03,Laos,16.67
3726,2021-04,Laos,36.32866666666667
3727,2021-05,Laos,79.61322580645162
3728,2021-06,Laos,67.74533333333333
3729,2021-07,Laos,52.913870967741936
3730,2021-08,Laos,51.55161290322581
3731,2021-09,Laos,65.12066666666666
3732,2021-10,Laos,74.01354838709678
3733,2021-11,Laos,81.48033333333333
3734,2021-12,Laos,71.3
3735,2022-01,Laos,68.99774193548386
3736,2022-02,Laos,67.73857142857143
3737,2022-03,Laos,70.06483870967743
3738,2022-04,Laos,65.74
3739,2022-05,Laos,60.206774193548384
3740,2022-06,Laos,51.837333333333326
3741,2022-07,Laos,53.3
3742,2022-08,Laos,53.03935483870968
3743,2022-09,Laos,53.01
3746,2020-02,Latvia,5.555
3747,2020-03,Latvia,39.635161290322586
3748,2020-04,Latvia,66.67
3749,2020-05,Latvia,63.35193548387097
3750,2020-06,Latvia,53.333
3751,2020-07,Latvia,50.0
3752,2020-08,Latvia,44.534516129032255
3753,2020-09,Latvia,40.126666666666665
3754,2020-10,Latvia,35.03516129032258
3755,2020-11,Latvia,51.29333333333333
3756,2020-12,Latvia,56.48096774193549
3757,2021-01,Latvia,58.2158064516129
3758,2021-02,Latvia,56.41464285714285
3759,2021-03,Latvia,56.48
3760,2021-04,Latvia,56.48
3761,2021-05,Latvia,56.48
3762,2021-06,Latvia,45.55733333333333
3763,2021-07,Latvia,41.67
3764,2021-08,Latvia,41.67
3765,2021-09,Latvia,37.96
3766,2021-10,Latvia,52.447419354838715
3767,2021-11,Latvia,57.31666666666667
3768,2021-12,Latvia,43.600967741935484
3769,2022-01,Latvia,42.71935483870968
3770,2022-02,Latvia,40.862142857142864
3771,2022-03,Latvia,31.3141935483871
3772,2022-04,Latvia,13.890000000000002
3773,2022-05,Latvia,11.91709677419355
3774,2022-06,Latvia,11.109999999999998
3775,2022-07,Latvia,9.856774193548388
3776,2022-08,Latvia,10.572903225806451
3777,2022-09,Latvia,11.11
3779,2020-02,Lebanon,10.8
3780,2020-03,Lebanon,58.15548387096774
3781,2020-04,Lebanon,84.69533333333334
3782,2020-05,Lebanon,78.85483870967742
3783,2020-06,Lebanon,74.07
3784,2020-07,Lebanon,59.85709677419354
3785,2020-08,Lebanon,55.37516129032259
3786,2020-09,Lebanon,72.90066666666667
3787,2020-10,Lebanon,63.68032258064516
3788,2020-11,Lebanon,74.20033333333335
3789,2020-12,Lebanon,85.33612903225807
3790,2021-01,Lebanon,83.54451612903226
3791,2021-02,Lebanon,91.73107142857144
3792,2021-03,Lebanon,89.36451612903227
3793,2021-04,Lebanon,80.21766666666667
3794,2021-05,Lebanon,75.7358064516129
3795,2021-06,Lebanon,69.27600000000001
3796,2021-07,Lebanon,65.42999999999999
3797,2021-08,Lebanon,65.25129032258064
3798,2021-09,Lebanon,59.81333333333334
3799,2021-10,Lebanon,34.52709677419355
3800,2021-11,Lebanon,33.64066666666667
3801,2021-12,Lebanon,36.13967741935484
3802,2022-01,Lebanon,44.917741935483875
3803,2022-02,Lebanon,45.83642857142858
3804,2022-03,Lebanon,45.66161290322581
3805,2022-04,Lebanon,45.55166666666666
3806,2022-05,Lebanon,44.8416129032258
3807,2022-06,Lebanon,41.59733333333334
3808,2022-07,Lebanon,41.568709677419356
3809,2022-08,Lebanon,41.553225806451614
3810,2022-09,Lebanon,41.53370370370371
3812,2020-05,Lesotho,62.04
3813,2020-06,Lesotho,59.57
3814,2020-07,Lesotho,62.09806451612903
3815,2020-08,Lesotho,71.3
3816,2020-09,Lesotho,64.90799999999999
3817,2020-10,Lesotho,47.99741935483871
3818,2020-11,Lesotho,47.22
3819,2020-12,Lesotho,36.11
3820,2021-01,Lesotho,71.71387096774194
3821,2021-02,Lesotho,82.5425
3822,2021-03,Lesotho,65.38193548387096
3823,2021-04,Lesotho,59.912
3824,2021-05,Lesotho,45.54741935483871
3825,2021-06,Lesotho,44.258
3826,2021-07,Lesotho,51.910000000000004
3827,2021-08,Lesotho,60.19
3828,2021-09,Lesotho,59.077999999999996
3829,2021-10,Lesotho,50.648387096774194
3830,2021-11,Lesotho,50.96133333333333
3831,2021-12,Lesotho,45.95258064516129
3832,2022-01,Lesotho,41.53
3833,2022-02,Lesotho,36.23714285714286
3834,2022-03,Lesotho,35.953548387096774
3835,2022-04,Lesotho,35.37833333333333
3836,2022-05,Lesotho,32.2
3837,2022-06,Lesotho,32.11166666666667
3838,2022-07,Lesotho,31.66032258064516
3839,2022-08,Lesotho,24.879677419354838
3840,2022-09,Lesotho,8.33
3842,2020-03,Liberia,63.457333333333324
3843,2020-04,Liberia,85.33766666666665
3844,2020-05,Liberia,86.88580645161291
3845,2020-06,Liberia,80.09333333333332
3846,2020-07,Liberia,70.37
3847,2020-08,Liberia,64.66096774193548
3848,2020-09,Liberia,60.18999999999999
3849,2020-10,Liberia,58.037741935483865
3850,2020-11,Liberia,57.41
3851,2020-12,Liberia,47.850645161290316
3852,2021-01,Liberia,36.2641935483871
3853,2021-02,Liberia,41.26857142857143
3854,2021-03,Liberia,40.85935483870968
3855,2021-04,Liberia,42.408
3856,2021-05,Liberia,43.52
3857,2021-06,Liberia,47.377
3858,2021-07,Liberia,51.67677419354839
3859,2021-08,Liberia,43.221935483870965
3860,2021-09,Liberia,45.925
3861,2021-10,Liberia,45.549032258064514
3862,2021-11,Liberia,45.492
3863,2021-12,Liberia,40.740967741935485
3864,2022-01,Liberia,44.28387096774193
3865,2022-02,Liberia,44.1
3866,2022-03,Liberia,44.07290322580645
3867,2022-04,Liberia,43.69166666666667
3868,2022-05,Liberia,42.25
3869,2022-06,Liberia,41.776666666666664
3870,2022-07,Liberia,38.65225806451613
3871,2022-08,Liberia,37.28709677419355
3872,2022-09,Liberia,34.2175
3873,2022-10,Liberia,37.44
3874,2020-03,Libya,44.04821428571428
3875,2020-04,Libya,94.75333333333333
3876,2020-05,Libya,99.52258064516128
3877,2020-06,Libya,96.05199999999999
3878,2020-07,Libya,91.00774193548386
3879,2020-08,Libya,89.45193548387097
3880,2020-09,Libya,86.11
3881,2020-10,Libya,81.33258064516129
3882,2020-11,Libya,79.62999999999998
3883,2020-12,Libya,82.88548387096773
3884,2021-01,Libya,83.27548387096775
3885,2021-02,Libya,79.92785714285715
3886,2021-03,Libya,67.41451612903225
3887,2021-04,Libya,79.62999999999998
3888,2021-05,Libya,79.63
3889,2021-06,Libya,55.187999999999995
3890,2021-07,Libya,67.6783870967742
3891,2021-08,Libya,56.689354838709676
3892,2021-09,Libya,48.88699999999999
3893,2021-10,Libya,44.413870967741936
3894,2021-11,Libya,43.602333333333334
3895,2021-12,Libya,44.80451612903226
3896,2022-01,Libya,48.78612903225806
3897,2022-02,Libya,49.142857142857146
3898,2022-03,Libya,48.31612903225806
3899,2022-04,Libya,48.27433333333333
3900,2022-05,Libya,48.26225806451613
3901,2022-06,Libya,43.10433333333333
3902,2022-07,Libya,32.79161290322581
3903,2022-08,Libya,32.74516129032258
3904,2022-09,Libya,32.73833333333334
3906,2020-03,Liechtenstein,52.01464285714286
3907,2020-04,Liechtenstein,64.68733333333334
3908,2020-05,Liechtenstein,58.87032258064516
3909,2020-06,Liechtenstein,50.62
3910,2020-07,Liechtenstein,43.52
3911,2020-08,Liechtenstein,43.52
3912,2020-09,Liechtenstein,43.52
3913,2020-10,Liechtenstein,45.432258064516134
3914,2020-11,Liechtenstein,55.925
3915,2020-12,Liechtenstein,56.48
3916,2021-01,Liechtenstein,56.48
3917,2021-02,Liechtenstein,54.394999999999996
3918,2021-03,Liechtenstein,47.880967741935486
3919,2021-04,Liechtenstein,49.07333333333333
3920,2021-05,Liechtenstein,44.44
3921,2021-06,Liechtenstein,44.43999999999999
3922,2021-07,Liechtenstein,44.44
3923,2021-08,Liechtenstein,39.156129032258065
3924,2021-09,Liechtenstein,36.11
3925,2021-10,Liechtenstein,36.11
3926,2021-11,Liechtenstein,36.21
3927,2021-12,Liechtenstein,41.773870967741935
3928,2022-01,Liechtenstein,38.9458064516129
3929,2022-02,Liechtenstein,25.711071428571426
3930,2022-03,Liechtenstein,11.11
3931,2022-04,Liechtenstein,11.109999999999998
3932,2022-05,Liechtenstein,11.11
3933,2022-06,Liechtenstein,11.109999999999998
3934,2022-07,Liechtenstein,11.11
3935,2022-08,Liechtenstein,11.11
3936,2022-09,Liechtenstein,11.11
3938,2020-03,Lithuania,81.48
3939,2020-04,Lithuania,81.72800000000001
3940,2020-05,Lithuania,73.98645161290322
3941,2020-06,Lithuania,42.965333333333334
3942,2020-07,Lithuania,26.376774193548385
3943,2020-08,Lithuania,30.94193548387097
3944,2020-09,Lithuania,28.7
3945,2020-10,Lithuania,45.08548387096774
3946,2020-11,Lithuania,57.316
3947,2020-12,Lithuania,66.99516129032257
3948,2021-01,Lithuania,72.39903225806451
3949,2021-02,Lithuania,67.595
3950,2021-03,Lithuania,65.68354838709678
3951,2021-04,Lithuania,52.902
3952,2021-05,Lithuania,45.163225806451614
3953,2021-06,Lithuania,44.43999999999999
3954,2021-07,Lithuania,29.63
3955,2021-08,Lithuania,29.151935483870965
3956,2021-09,Lithuania,30.845000000000002
3957,2021-10,Lithuania,35.946774193548386
3958,2021-11,Lithuania,35.422000000000004
3959,2021-12,Lithuania,34.95322580645161
3960,2022-01,Lithuania,27.285806451612903
3961,2022-02,Lithuania,19.5375
3962,2022-03,Lithuania,17.59
3963,2022-04,Lithuania,17.59
3964,2022-05,Lithuania,11.11
3965,2022-06,Lithuania,11.109999999999998
3966,2022-07,Lithuania,11.11
3967,2022-08,Lithuania,11.11
3968,2022-09,Lithuania,11.11
4037,2020-02,Luxembourg,0.0
4038,2020-03,Luxembourg,49.93967741935484
4039,2020-04,Luxembourg,76.23466666666667
4040,2020-05,Luxembourg,58.034193548387094
4041,2020-06,Luxembourg,41.205000000000005
4042,2020-07,Luxembourg,29.56935483870968
4043,2020-08,Luxembourg,41.57677419354839
4044,2020-09,Luxembourg,47.22
4045,2020-10,Luxembourg,49.61096774193548
4046,2020-11,Luxembourg,57.09833333333333
4047,2020-12,Luxembourg,61.14483870967742
4048,2021-01,Luxembourg,55.046451612903226
4049,2021-02,Luxembourg,54.6325
4050,2021-03,Luxembourg,55.081935483870964
4051,2021-04,Luxembourg,48.15
4052,2021-05,Luxembourg,46.71516129032258
4053,2021-06,Luxembourg,43.39666666666667
4054,2021-07,Luxembourg,40.233870967741936
4055,2021-08,Luxembourg,37.96
4056,2021-09,Luxembourg,37.59
4057,2021-10,Luxembourg,42.910645161290326
4058,2021-11,Luxembourg,45.64
4059,2021-12,Luxembourg,45.667419354838714
4060,2022-01,Luxembourg,54.52
4061,2022-02,Luxembourg,47.3275
4062,2022-03,Luxembourg,29.24483870967742
4063,2022-04,Luxembourg,24.67
4064,2022-05,Luxembourg,24.67
4065,2022-06,Luxembourg,21.519333333333336
4066,2022-07,Luxembourg,19.11
4067,2022-08,Luxembourg,19.11
4068,2022-09,Luxembourg,17.9292
4070,2020-01,Macao,28.331
4071,2020-02,Macao,44.255172413793105
4072,2020-03,Macao,40.384516129032264
4073,2020-04,Macao,42.25233333333333
4074,2020-05,Macao,38.85677419354838
4075,2020-06,Macao,32.40833333333333
4076,2020-07,Macao,23.15
4077,2020-08,Macao,23.15
4078,2020-09,Macao,23.15
4079,2020-10,Macao,23.15
4080,2020-11,Macao,23.15
4081,2020-12,Macao,23.15
4082,2021-01,Macao,23.15
4083,2021-02,Macao,23.15
4084,2021-03,Macao,23.15
4085,2021-04,Macao,23.15
4086,2021-05,Macao,23.15
4087,2021-06,Macao,27.404999999999998
4088,2021-07,Macao,29.687741935483874
4089,2021-08,Macao,31.48
4090,2021-09,Macao,38.92166666666666
4091,2021-10,Macao,50.26870967741935
4092,2021-11,Macao,33.519999999999996
4093,2021-12,Macao,32.41
4094,2022-01,Macao,32.41
4095,2022-02,Macao,39.02178571428571
4096,2022-03,Macao,40.653225806451616
4097,2022-04,Macao,32.41
4098,2022-05,Macao,32.41
4099,2022-06,Macao,53.27366666666667
4100,2022-07,Macao,73.15
4101,2022-08,Macao,55.49580645161291
4102,2022-09,Macao,37.96
4103,2022-10,Macao,37.96
4104,2020-03,Madagascar,84.33916666666667
4105,2020-04,Madagascar,85.46266666666666
4106,2020-05,Madagascar,69.38354838709678
4107,2020-06,Madagascar,70.18466666666667
4108,2020-07,Madagascar,68.98
4109,2020-08,Madagascar,67.39709677419354
4110,2020-09,Madagascar,58.95
4111,2020-10,Madagascar,43.48806451612903
4112,2020-11,Madagascar,37.04
4113,2020-12,Madagascar,37.04
4114,2021-01,Madagascar,37.04
4115,2021-02,Madagascar,37.04
4116,2021-03,Madagascar,36.23290322580645
4117,2021-04,Madagascar,64.538
4118,2021-05,Madagascar,80.52451612903226
4119,2021-06,Madagascar,64.165
4120,2021-07,Madagascar,53.7
4121,2021-08,Madagascar,53.93935483870968
4122,2021-09,Madagascar,42.77833333333333
4123,2021-10,Madagascar,38.14354838709678
4124,2021-11,Madagascar,19.506000000000004
4125,2021-12,Madagascar,17.695806451612903
4126,2022-01,Madagascar,50.46
4127,2022-02,Madagascar,44.910000000000004
4128,2022-03,Madagascar,45.224838709677414
4129,2022-04,Madagascar,30.09333333333333
4130,2022-05,Madagascar,21.89258064516129
4131,2022-06,Madagascar,16.356666666666666
4132,2022-07,Madagascar,13.89
4133,2022-08,Madagascar,12.006774193548386
4134,2022-09,Madagascar,11.110000000000001
4136,2020-03,Malawi,52.78
4137,2020-04,Malawi,57.717666666666666
4138,2020-05,Malawi,60.19
4139,2020-06,Malawi,60.18999999999999
4140,2020-07,Malawi,60.19
4141,2020-08,Malawi,63.766774193548386
4142,2020-09,Malawi,55.897000000000006
4143,2020-10,Malawi,52.362258064516126
4144,2020-11,Malawi,50.93
4145,2020-12,Malawi,50.93
4146,2021-01,Malawi,49.55032258064516
4147,2021-02,Malawi,49.0725
4148,2021-03,Malawi,46.23774193548387
4149,2021-04,Malawi,49.848
4150,2021-05,Malawi,40.88903225806452
4151,2021-06,Malawi,36.94433333333333
4152,2021-07,Malawi,44.92161290322581
4153,2021-08,Malawi,41.8725806451613
4154,2021-09,Malawi,35.089666666666666
4155,2021-10,Malawi,30.883548387096774
4156,2021-11,Malawi,42.434
4157,2021-12,Malawi,39.81
4158,2022-01,Malawi,37.303548387096775
4159,2022-02,Malawi,37.035000000000004
4160,2022-03,Malawi,40.832258064516125
4161,2022-04,Malawi,42.57333333333334
4162,2022-05,Malawi,46.66225806451614
4163,2022-06,Malawi,31.48
4164,2022-07,Malawi,35.96064516129032
4165,2022-08,Malawi,40.74
4166,2022-09,Malawi,40.74
4168,2020-01,Malaysia,13.192499999999999
4169,2020-02,Malaysia,19.44
4170,2020-03,Malaysia,48.08741935483871
4171,2020-04,Malaysia,77.96000000000001
4172,2020-05,Malaysia,71.95032258064516
4173,2020-06,Malaysia,60.711666666666666
4174,2020-07,Malaysia,49.733225806451614
4175,2020-08,Malaysia,63.73483870967742
4176,2020-09,Malaysia,62.45166666666667
4177,2020-10,Malaysia,61.43967741935484
4178,2020-11,Malaysia,78.51633333333334
4179,2020-12,Malaysia,69.6383870967742
4180,2021-01,Malaysia,73.36935483870967
4181,2021-02,Malaysia,77.31000000000002
4182,2021-03,Malaysia,70.74548387096775
4183,2021-04,Malaysia,60.246
4184,2021-05,Malaysia,75.13806451612903
4185,2021-06,Malaysia,75.893
4186,2021-07,Malaysia,82.35225806451614
4187,2021-08,Malaysia,76.01290322580645
4188,2021-09,Malaysia,64.62633333333333
4189,2021-10,Malaysia,59.26
4190,2021-11,Malaysia,55.244666666666674
4191,2021-12,Malaysia,54.674838709677424
4192,2022-01,Malaysia,56.94064516129033
4193,2022-02,Malaysia,49.903214285714284
4194,2022-03,Malaysia,51.869354838709675
4195,2022-04,Malaysia,51.36
4196,2022-05,Malaysia,41.83741935483871
4197,2022-06,Malaysia,41.79600000000001
4198,2022-07,Malaysia,41.22709677419355
4199,2022-08,Malaysia,35.69
4200,2022-09,Malaysia,35.68999999999999
4201,2022-10,Malaysia,35.69
4234,2020-03,Mali,75.0
4235,2020-04,Mali,75.0
4236,2020-05,Mali,60.24258064516129
4237,2020-06,Mali,52.903333333333336
4238,2020-07,Mali,52.06258064516129
4239,2020-08,Mali,47.22
4240,2020-09,Mali,45.123333333333335
4241,2020-10,Mali,39.215483870967745
4242,2020-11,Mali,37.96
4243,2020-12,Mali,46.14741935483871
4244,2021-01,Mali,47.73032258064516
4245,2021-02,Mali,44.44
4246,2021-03,Mali,48.03032258064516
4247,2021-04,Mali,48.15
4248,2021-05,Mali,46.354838709677416
4249,2021-06,Mali,44.811
4250,2021-07,Mali,39.607741935483865
4251,2021-08,Mali,43.04322580645161
4252,2021-09,Mali,49.56966666666666
4253,2021-10,Mali,45.42645161290323
4254,2021-11,Mali,44.43999999999999
4255,2021-12,Mali,42.17225806451613
4256,2022-01,Mali,40.74
4257,2022-02,Mali,39.74892857142857
4258,2022-03,Mali,40.74
4259,2022-04,Mali,30.442
4260,2022-05,Mali,24.445806451612903
4261,2022-06,Mali,24.366
4262,2022-07,Mali,24.29032258064516
4263,2022-08,Mali,24.229032258064517
4264,2022-09,Mali,24.155238095238094
4266,2020-03,Malta,52.98259259259259
4267,2020-04,Malta,86.66933333333334
4268,2020-05,Malta,85.84322580645163
4269,2020-06,Malta,52.034666666666666
4270,2020-07,Malta,32.19741935483871
4271,2020-08,Malta,40.439677419354844
4272,2020-09,Malta,42.59
4273,2020-10,Malta,47.28064516129032
4274,2020-11,Malta,52.78
4275,2020-12,Malta,52.78
4276,2021-01,Malta,52.78
4277,2021-02,Malta,52.78000000000001
4278,2021-03,Malta,66.87612903225806
4279,2021-04,Malta,72.03833333333334
4280,2021-05,Malta,59.70548387096774
4281,2021-06,Malta,53.149
4282,2021-07,Malta,46.384516129032264
4283,2021-08,Malta,44.11677419354839
4284,2021-09,Malta,43.52
4285,2021-10,Malta,43.52
4286,2021-11,Malta,43.52
4287,2021-12,Malta,43.52
4288,2022-01,Malta,44.47806451612903
4289,2022-02,Malta,44.82142857142857
4290,2022-03,Malta,44.604193548387094
4291,2022-04,Malta,34.558
4292,2022-05,Malta,15.654193548387097
4293,2022-06,Malta,13.890000000000002
4294,2022-07,Malta,13.262258064516129
4295,2022-08,Malta,11.11
4296,2022-09,Malta,11.109999999999998
4297,2022-10,Malta,11.11
4328,2020-03,Mauritania,53.602222222222224
4329,2020-04,Mauritania,77.78
4330,2020-05,Mauritania,77.78
4331,2020-06,Mauritania,77.78
4332,2020-07,Mauritania,43.90387096774194
4333,2020-08,Mauritania,33.33
4334,2020-09,Mauritania,23.799
4335,2020-10,Mauritania,21.3
4336,2020-11,Mauritania,21.3
4337,2020-12,Mauritania,53.673870967741934
4338,2021-01,Mauritania,53.43709677419355
4339,2021-02,Mauritania,50.33428571428571
4340,2021-03,Mauritania,38.82548387096774
4341,2021-04,Mauritania,32.71333333333333
4342,2021-05,Mauritania,35.24193548387097
4343,2021-06,Mauritania,39.81000000000001
4344,2021-07,Mauritania,38.49709677419355
4345,2021-08,Mauritania,40.14064516129032
4346,2021-09,Mauritania,46.97233333333334
4347,2021-10,Mauritania,44.98225806451613
4348,2021-11,Mauritania,17.59
4349,2021-12,Mauritania,38.94806451612903
4350,2022-01,Mauritania,39.44548387096774
4351,2022-02,Mauritania,50.035714285714285
4352,2022-03,Mauritania,43.52
4353,2022-04,Mauritania,43.52
4354,2022-05,Mauritania,43.52
4355,2022-06,Mauritania,39.998666666666665
4356,2022-07,Mauritania,35.92935483870968
4357,2022-08,Mauritania,26.85
4358,2022-09,Mauritania,26.85
4359,2022-10,Mauritania,26.850000000000005
4360,2020-03,Mauritius,63.29571428571428
4361,2020-04,Mauritius,82.41
4362,2020-05,Mauritius,79.77806451612904
4363,2020-06,Mauritius,50.181333333333335
4364,2020-07,Mauritius,22.22
4365,2020-08,Mauritius,22.22
4366,2020-09,Mauritius,22.219999999999995
4367,2020-10,Mauritius,16.67
4368,2020-11,Mauritius,16.67
4369,2020-12,Mauritius,16.67
4370,2021-01,Mauritius,19.082580645161293
4371,2021-02,Mauritius,19.44
4372,2021-03,Mauritius,71.4767741935484
4373,2021-04,Mauritius,94.26133333333333
4374,2021-05,Mauritius,77.06258064516129
4375,2021-06,Mauritius,80.25133333333333
4376,2021-07,Mauritius,53.91258064516129
4377,2021-08,Mauritius,50.50483870967742
4378,2021-09,Mauritius,46.46933333333333
4379,2021-10,Mauritius,36.4958064516129
4380,2021-11,Mauritius,37.96966666666667
4381,2021-12,Mauritius,41.91516129032259
4382,2022-01,Mauritius,36.980000000000004
4383,2022-02,Mauritius,40.74892857142857
4384,2022-03,Mauritius,42.86
4385,2022-04,Mauritius,36.56366666666666
4386,2022-05,Mauritius,30.803870967741933
4387,2022-06,Mauritius,27.22233333333333
4388,2022-07,Mauritius,5.56
4389,2022-08,Mauritius,5.56
4390,2022-09,Mauritius,5.56
4391,2022-10,Mauritius,5.56
4392,2020-01,Mexico,0.0
4393,2020-02,Mexico,0.19172413793103446
4394,2020-03,Mexico,19.923870967741934
4395,2020-04,Mexico,82.41
4396,2020-05,Mexico,82.41
4397,2020-06,Mexico,71.512
4398,2020-07,Mexico,70.83
4399,2020-08,Mexico,72.26612903225806
4400,2020-09,Mexico,71.91466666666666
4401,2020-10,Mexico,72.2374193548387
4402,2020-11,Mexico,71.76
4403,2020-12,Mexico,71.76
4404,2021-01,Mexico,71.76
4405,2021-02,Mexico,66.66642857142857
4406,2021-03,Mexico,47.653225806451616
4407,2021-04,Mexico,45.45933333333333
4408,2021-05,Mexico,44.44
4409,2021-06,Mexico,44.43999999999999
4410,2021-07,Mexico,48.8316129032258
4411,2021-08,Mexico,66.77129032258064
4412,2021-09,Mexico,42.669999999999995
4413,2021-10,Mexico,38.89
4414,2021-11,Mexico,38.64333333333333
4415,2021-12,Mexico,34.11387096774193
4416,2022-01,Mexico,41.160322580645165
4417,2022-02,Mexico,40.61
4418,2022-03,Mexico,28.94483870967742
4419,2022-04,Mexico,17.59
4420,2022-05,Mexico,17.59
4421,2022-06,Mexico,17.836666666666666
4422,2022-07,Mexico,28.58225806451613
4423,2022-08,Mexico,27.652068965517245
4448,2020-03,Moldova,60.918749999999996
4449,2020-04,Moldova,85.83533333333335
4450,2020-05,Moldova,82.35032258064517
4451,2020-06,Moldova,80.56
4452,2020-07,Moldova,67.89290322580645
4453,2020-08,Moldova,57.41
4454,2020-09,Moldova,47.191
4455,2020-10,Moldova,47.07387096774193
4456,2020-11,Moldova,48.70533333333333
4457,2020-12,Moldova,57.41
4458,2021-01,Moldova,57.41
4459,2021-02,Moldova,53.637142857142855
4460,2021-03,Moldova,68.84645161290322
4461,2021-04,Moldova,63.18066666666666
4462,2021-05,Moldova,60.43741935483871
4463,2021-06,Moldova,67.59
4464,2021-07,Moldova,57.31677419354838
4465,2021-08,Moldova,48.294838709677414
4466,2021-09,Moldova,41.32233333333333
4467,2021-10,Moldova,39.582580645161286
4468,2021-11,Moldova,43.074333333333335
4469,2021-12,Moldova,44.33387096774193
4470,2022-01,Moldova,43.364838709677414
4471,2022-02,Moldova,42.18678571428571
4472,2022-03,Moldova,25.990322580645163
4473,2022-04,Moldova,12.96
4474,2022-05,Moldova,11.11
4475,2022-06,Moldova,11.109999999999998
4476,2022-07,Moldova,11.11
4477,2022-08,Moldova,11.11
4478,2022-09,Moldova,11.109999999999998
4479,2022-10,Moldova,11.11
4480,2020-02,Monaco,18.52
4481,2020-03,Monaco,64.4258064516129
4482,2020-04,Monaco,87.96
4483,2020-05,Monaco,71.59548387096774
4484,2020-06,Monaco,65.74
4485,2020-07,Monaco,65.74
4486,2020-08,Monaco,65.74
4487,2020-09,Monaco,62.40933333333333
4488,2020-10,Monaco,62.04
4489,2020-11,Monaco,51.85
4490,2020-12,Monaco,51.85
4491,2021-01,Monaco,51.85
4492,2021-02,Monaco,54.629999999999995
4493,2021-03,Monaco,59.737096774193546
4494,2021-04,Monaco,54.63
4495,2021-05,Monaco,54.63
4496,2021-06,Monaco,51.05166666666666
4497,2021-07,Monaco,37.39032258064516
4498,2021-08,Monaco,35.498387096774195
4499,2021-09,Monaco,35.790333333333336
4500,2021-10,Monaco,35.68774193548387
4501,2021-11,Monaco,37.585
